state	Year	cost_per_pack	sales_per_capita	tax_dollar	tax_percent	tax_revenue	tax_state	index	price_cpi
Iowa	1980	0.614	124.6	0.21	34.2	47075859.0	0.13		
Iowa	1981	0.728	132.9	0.26	35.7	50394103.0	0.13		
Iowa	1982	0.84	116.2	0.26	31.0	61227054.0	0.18		
Iowa	1983	0.933	115.6	0.34	36.4	60490333.0	0.18		
Iowa	1984	0.995	111.2	0.34	34.2	59082906.0	0.18		
Iowa	1985	1.048	109.4	0.42	40.1	58018435.0	0.18		
Iowa	1986	1.171	104.1	0.42	35.9	72024669.0	0.26		
Iowa	1987	1.242	101.1	0.42	33.9	77092980.0	0.26		
Iowa	1988	1.451	100.2	0.5	34.5	81689081.0	0.34		
Iowa	1989	1.496	94.4	0.47	31.4	91397313.0	0.31		
Iowa	1990	1.554	95.4	0.47	30.2	84199981.0	0.31		
Iowa	1991	1.785	97.1	0.56	31.4	84762321.0	0.31		
Iowa	1992	1.897	95.2	0.56	29.5	94916925.0	0.36		
Iowa	1993	1.714	92.5	0.6	35.0	92518148.0	0.36		
Iowa	1994	1.79	93.4	0.6	33.5	93474587.0	0.36		
Iowa	1995	1.838	93.0	0.6	32.6	95081332.0	0.36		
Iowa	1996	1.893	94.0	0.6	31.7	96051777.0	0.36		
Iowa	1997	1.938	93.9	0.6	31.0	96381838.0	0.36		
Iowa	1998	2.13	94.0	0.6	28.2	96484950.0	0.36		
Iowa	1999	2.863	91.7	0.6	21.0	94166860.0	0.36		
Iowa	2000	2.994	88.9	0.7	23.4	92817112.0	0.36		
Iowa	2001	3.195	86.5	0.7	21.9	91235012.0	0.36		
Iowa	2002	3.314	85.4	0.75	22.6	89794591.0	0.36		
Iowa	2003	3.332	85.4	0.75	22.5	89889534.0	0.36		
Iowa	2004	3.273	83.7	0.75	22.9	88715817.0	0.36		
Iowa	2005	3.362	83.9	0.75	22.3	89210340.0	0.36		
Iowa	2006	3.36	85.3	0.75	22.3	91301474.0	0.36		
Iowa	2007	4.541	76.3	1.75	38.5	124274752.0	1.36		
Iowa	2008	4.507	57.6	1.75	38.8	234137140.0	1.36		
Iowa	2009	5.327	53.8	2.37	44.5	220212197.0	1.36		
Iowa	2010	5.736	51.3	2.37	41.3	210730238.0	1.36		
Iowa	2011	5.781	49.1	2.37	41.0	204155253.0	1.36		
Iowa	2012	5.753	48.6	2.37	41.2	202808381.0	1.36		
Iowa	2013	5.748	48.5	2.37	41.2	202980954.0	1.36		
Iowa	2014	5.791	47.1	2.37	40.9	198425088.0	1.36		
Iowa	2015	5.812	46.5	2.37	40.8	196434534.0	1.36	237.01700000000002	5.345675626642814
Iowa	2016	5.997	47.7	2.37	39.5	202215543.0	1.36	240.00716666666665	5.447112343173086
Iowa	2017	6.184	45.0	2.37	38.3	192098768.0	1.36	245.11958333333334	5.49981352639103
Iowa	2018	6.283	43.0	2.37	37.7	184380885.0	1.36	251.10683333333336	5.45462655005406
Iowa	2019	6.389	41.6	2.37	37.1	178920957.0	1.36	255.65741666666668	5.447923311436626
Kansas	1970	0.389	114.0	0.19	48.8	21175000.0	0.08		
Kansas	1971	0.388	102.8	0.19	49.0	25020000.0	0.11		
Kansas	1972	0.393	111.0	0.19	48.3	27567000.0	0.11		
Kansas	1973	0.402	115.2	0.19	47.3	28610492.0	0.11		
Kansas	1974	0.427	118.6	0.19	44.5	29740692.0	0.11		
Kansas	1975	0.466	123.4	0.19	40.8	30820823.0	0.11		
Kansas	1976	0.481	127.7	0.19	39.5	32063308.0	0.11		
Kansas	1977	0.526	127.9	0.19	36.1	32492220.0	0.11		
Kansas	1978	0.548	127.1	0.19	34.7	32518489.0	0.11		
Kansas	1979	0.583	126.4	0.19	32.6	32655500.0	0.11		
Kansas	1980	0.598	127.1	0.19	31.8	33130559.0	0.11		
Kansas	1981	0.651	132.0	0.19	29.2	34323231.0	0.11		
Kansas	1982	0.77	130.9	0.19	24.7	34299712.0	0.11		
Kansas	1983	0.91	127.6	0.32	35.2	33792242.0	0.11		
Kansas	1984	0.975	121.7	0.32	32.8	45063879.0	0.16		
Kansas	1985	1.03	115.7	0.4	38.8	45327675.0	0.16		
Kansas	1986	1.145	109.4	0.4	34.9	58286236.0	0.24		
Kansas	1987	1.239	105.2	0.4	32.3	62374658.0	0.24		
Kansas	1988	1.365	103.2	0.4	29.3	61770458.0	0.24		
Kansas	1989	1.458	96.5	0.4	27.4	57951000.0	0.24		
Kansas	1990	1.457	94.3	0.4	27.5	55437320.0	0.24		
Kansas	1991	1.742	91.8	0.44	25.3	55637270.0	0.24		
Kansas	1992	1.742	90.0	0.44	25.3	53617108.0	0.24		
Kansas	1993	1.596	89.9	0.48	30.1	53792399.0	0.24		
Kansas	1994	1.657	89.1	0.48	29.0	54036609.0	0.24		
Kansas	1995	1.677	90.1	0.48	28.6	54600292.0	0.24		
Kansas	1996	1.713	88.7	0.48	28.0	54477448.0	0.24		
Kansas	1997	1.843	89.2	0.48	26.0	55167155.0	0.24		
Kansas	1998	2.07	87.6	0.48	23.2	53990126.0	0.24		
Kansas	1999	2.712	83.3	0.48	17.7	52382238.0	0.24		
Kansas	2000	2.941	79.8	0.58	19.7	50886541.0	0.24		
Kansas	2001	3.0	78.1	0.58	19.3	50144482.0	0.24		
Kansas	2002	3.726	77.5	1.09	29.3	49196827.0	0.24		
Kansas	2003	3.87	60.7	1.18	30.5	119411772.0	0.79		
Kansas	2004	3.748	56.3	1.18	31.5	121226400.0	0.79		
Kansas	2005	3.73	54.9	1.18	31.6	118661808.0	0.79		
Kansas	2006	3.988	55.4	1.18	29.6	120015024.0	0.79		
Kansas	2007	4.11	53.1	1.18	28.7	116016672.0	0.79		
Kansas	2008	4.082	51.7	1.18	28.9	113466516.0	0.79		
Kansas	2009	4.747	49.1	1.8	37.9	108641160.0	0.79		
Kansas	2010	4.997	45.2	1.8	36.0	100798776.0	0.79		
Kansas	2011	5.112	41.2	1.8	35.2	95864364.0	0.79		
Kansas	2012	5.154	43.0	1.8	34.9	97502160.0	0.79		
Kansas	2013	5.14	41.0	1.8	35.0	93306900.0	0.79		
Kansas	2014	5.247	39.5	1.8	34.3	90240336.0	0.79		
Kansas	2015	5.793	39.3	2.3	39.7	90235524.0	0.79	237.01700000000002	5.328200086913596
Kansas	2016	5.914	36.4	2.3	38.9	139982444.0	1.29	240.00716666666665	5.371722927718131
Kansas	2017	6.014	34.5	2.3	38.2	133706394.0	1.29	245.11958333333334	5.348622016124782
Kansas	2018	6.225	33.3	2.3	36.9	125124787.0	1.29	251.10683333333336	5.404273479880077
Kansas	2019	6.373	31.1	2.3	36.1	116778114.0	1.29	255.65741666666668	5.434280053808987
Kentucky	1970	0.301	155.8	0.11	36.5	12587000.0	0.025		
Kentucky	1971	0.306	163.5	0.11	35.9	15938000.0	0.03		
Kentucky	1972	0.306	179.4	0.11	35.9	17662000.0	0.03		
Kentucky	1973	0.315	201.9	0.11	34.9	19983000.0	0.03		
Kentucky	1974	0.333	212.4	0.11	33.0	21292000.0	0.03		
Kentucky	1975	0.36	223.0	0.11	30.6	22457000.0	0.03		
Kentucky	1976	0.369	230.9	0.11	29.8	23527000.0	0.03		
Kentucky	1977	0.414	229.4	0.11	26.6	23588000.0	0.03		
Kentucky	1978	0.434	224.7	0.11	25.3	23305000.0	0.03		
Kentucky	1979	0.463	214.9	0.11	23.8	22550000.0	0.03		
Kentucky	1980	0.494	215.3	0.11	22.3	22777000.0	0.03		
Kentucky	1981	0.563	209.7	0.11	19.5	23029000.0	0.03		
Kentucky	1982	0.664	210.6	0.11	16.6	23140000.0	0.03		
Kentucky	1983	0.754	201.1	0.19	25.2	22127000.0	0.03		
Kentucky	1984	0.793	183.2	0.19	24.0	20623000.0	0.03		
Kentucky	1985	0.854	182.4	0.19	22.2	20623000.0	0.03		
Kentucky	1986	0.905	179.8	0.19	21.0	20115000.0	0.03		
Kentucky	1987	0.944	171.2	0.19	20.2	19445000.0	0.03		
Kentucky	1988	1.038	173.2	0.19	18.3	19591000.0	0.03		
Kentucky	1989	1.156	171.6	0.19	16.4	19426000.0	0.03		
Kentucky	1990	1.205	182.5	0.19	15.8	20658000.0	0.03		
Kentucky	1991	1.358	170.8	0.23	16.9	18847000.0	0.03		
Kentucky	1992	1.454	167.6	0.23	15.8	18538000.0	0.03		
Kentucky	1993	1.328	167.6	0.27	20.3	18542000.0	0.03		
Kentucky	1994	1.348	170.2	0.27	20.0	18858000.0	0.03		
Kentucky	1995	1.398	175.3	0.27	19.3	19968000.0	0.03		
Kentucky	1996	1.456	179.0	0.27	18.5	20624000.0	0.03		
Kentucky	1997	1.557	186.8	0.27	17.3	21769000.0	0.03		
Kentucky	1998	1.792	171.3	0.27	15.1	19957000.0	0.03		
Kentucky	1999	2.434	165.3	0.27	11.1	19384000.0	0.03		
Kentucky	2000	2.586	156.2	0.37	14.3	18724000.0	0.03		
Kentucky	2001	2.927	152.6	0.37	12.6	18504000.0	0.03		
Kentucky	2002	2.977	140.8	0.42	14.1	17145000.0	0.03		
Kentucky	2003	3.101	175.8	0.42	13.5	21436000.0	0.03		
Kentucky	2004	3.01	174.4	0.42	14.0	21551000.0	0.03		
Kentucky	2005	3.306	181.8	0.69	20.9	52020000.0	0.3		
Kentucky	2006	3.324	145.3	0.69	20.8	176326559.0	0.3		
Kentucky	2007	3.464	141.9	0.69	19.9	179100100.0	0.3		
Kentucky	2008	3.482	141.9	0.69	19.8	179456098.0	0.3		
Kentucky	2009	4.578	126.4	1.61	35.2	196124108.0	0.6		
Kentucky	2010	4.584	110.7	1.61	35.1	286428979.0	0.6		
Kentucky	2011	4.736	103.7	1.61	34.0	270015864.0	0.6		
Kentucky	2012	4.752	100.1	1.61	33.9	262353165.0	0.6		
Kentucky	2013	4.759	93.5	1.61	33.8	245793222.0	0.6		
Kentucky	2014	4.836	89.0	1.61	33.3	234727105.0	0.6		
Kentucky	2015	4.858	84.5	1.61	33.1	223784402.0	0.6	237.01700000000002	4.468219579186302
Kentucky	2016	5.015	87.0	1.61	32.1	230963773.0	0.6	240.00716666666665	4.555155644657833
Kentucky	2017	5.176	85.6	1.61	31.1	227949828.0	0.6	245.11958333333334	4.603336806694691
Kentucky	2018	5.678	81.6	2.11	37.2	218118592.0	0.6	251.10683333333336	4.929391938756479
Kentucky	2019	5.882	73.3	2.11	35.9	360354376.0	1.1	255.65741666666668	5.015602585360813
Louisiana	1970	0.393	115.9	0.19	48.3	34727292.0	0.08		
Louisiana	1971	0.4	119.8	0.19	47.5	47468305.0	0.11		
Louisiana	1972	0.399	125.3	0.19	47.6	50729579.0	0.11		
Louisiana	1973	0.416	126.7	0.19	45.7	51867876.0	0.11		
Louisiana	1974	0.443	129.9	0.19	42.9	53786141.0	0.11		
Louisiana	1975	0.481	133.6	0.19	39.5	55323480.0	0.11		
Louisiana	1976	0.489	139.6	0.19	38.9	58209458.0	0.11		
Louisiana	1977	0.542	140.0	0.19	35.1	59157747.0	0.11		
Louisiana	1978	0.571	142.7	0.19	33.3	61526377.0	0.11		
Louisiana	1979	0.6	140.1	0.19	31.7	61132782.0	0.11		
Louisiana	1980	0.626	143.8	0.19	30.4	63701662.0	0.11		
Louisiana	1981	0.703	144.0	0.19	27.0	66589349.0	0.11		
Louisiana	1982	0.807	143.9	0.19	23.5	68168223.0	0.11		
Louisiana	1983	0.907	133.7	0.27	29.8	64132865.0	0.11		
Louisiana	1984	1.03	128.9	0.32	31.1	63388285.0	0.11		
Louisiana	1985	1.051	125.0	0.32	30.4	89977784.0	0.16		
Louisiana	1986	1.178	121.2	0.32	27.2	86910227.0	0.16		
Louisiana	1987	1.204	116.5	0.32	26.7	84505838.0	0.16		
Louisiana	1988	1.307	110.9	0.32	24.5	79800290.0	0.16		
Louisiana	1989	1.434	103.6	0.32	22.3	73705336.0	0.16		
Louisiana	1990	1.496	101.5	0.36	24.1	72032677.0	0.16		
Louisiana	1991	1.781	107.2	0.4	22.5	87348058.0	0.16		
Louisiana	1992	1.805	108.5	0.4	22.2	91292885.0	0.2		
Louisiana	1993	1.574	106.2	0.44	28.0	89290089.0	0.2		
Louisiana	1994	1.558	105.3	0.44	28.2	89130616.0	0.2		
Louisiana	1995	1.653	105.7	0.44	26.6	90984645.0	0.2		
Louisiana	1996	1.669	106.8	0.44	26.4	93307155.0	0.2		
Louisiana	1997	1.859	105.3	0.44	23.7	91444720.0	0.2		
Louisiana	1998	2.08	103.2	0.44	21.2	89524589.0	0.2		
Louisiana	1999	2.812	101.0	0.44	15.6	87825340.0	0.2		
Louisiana	2000	2.951	104.3	0.58	19.7	92298895.0	0.2		
Louisiana	2001	3.122	83.1	0.58	18.6	83853634.0	0.24		
Louisiana	2002	3.332	97.0	0.75	22.5	103986444.0	0.24		
Louisiana	2003	3.41	82.9	0.75	22.0	117925428.0	0.36		
Louisiana	2004	3.406	85.6	0.75	22.0	138379626.0	0.36		
Louisiana	2005	3.407	91.0	0.75	22.0	147663445.0	0.36		
Louisiana	2006	3.498	77.3	0.75	21.4	125960220.0	0.36		
Louisiana	2007	3.607	86.7	0.75	20.8	133781330.0	0.36		
Louisiana	2008	3.756	87.9	0.75	20.0	135854712.0	0.36		
Louisiana	2009	4.513	82.6	1.37	30.4	131009400.0	0.36		
Louisiana	2010	4.561	74.3	1.37	30.0	120075428.0	0.36		
Louisiana	2011	4.642	78.8	1.37	29.5	128614885.0	0.36		
Louisiana	2012	4.654	72.0	1.37	29.4	118425474.0	0.36		
Louisiana	2013	4.627	73.3	1.37	29.6	121234140.0	0.36		
Louisiana	2014	4.724	65.1	1.37	29.0	108343080.0	0.36		
Louisiana	2015	5.457	73.8	1.87	34.3	123468732.0	0.36	237.01700000000002	5.019158963281114
Louisiana	2016	5.727	55.9	2.09	36.5	223492940.0	1.08	240.00716666666665	5.201869666391907
Louisiana	2017	5.84	57.6	2.09	35.8	291204720.0	1.08	245.11958333333334	5.193873058558152
Louisiana	2018	5.909	53.6	2.09	35.4	271025460.0	1.08	251.10683333333336	5.1299360630701
Louisiana	2019	6.084	50.8	2.09	34.4	255857940.0	1.08	255.65741666666668	5.187848712909756
Maine	1970	0.388	128.5	0.2	51.5	15081000.0	0.12		
Maine	1971	0.415	133.2	0.22	53.0	15898000.0	0.12		
Maine	1972	0.41	136.5	0.22	53.7	19165000.0	0.14		
Maine	1973	0.418	138.0	0.22	52.6	19885000.0	0.14		
Maine	1974	0.467	142.1	0.24	51.4	20452000.0	0.14		
Maine	1975	0.499	140.7	0.24	48.1	23565000.0	0.16		
Maine	1976	0.509	144.9	0.24	47.2	24549000.0	0.16		
Maine	1977	0.55	145.6	0.24	43.6	24919000.0	0.16		
Maine	1978	0.545	143.9	0.24	44.0	24988000.0	0.16		
Maine	1979	0.59	138.5	0.24	40.7	24172000.0	0.16		
Maine	1980	0.629	141.2	0.24	38.2	24785000.0	0.16		
Maine	1981	0.697	138.9	0.24	34.4	25000000.0	0.16		
Maine	1982	0.808	139.5	0.24	29.7	25293000.0	0.16		
Maine	1983	0.937	135.4	0.36	38.4	24601000.0	0.16		
Maine	1984	0.981	135.5	0.36	36.7	29456000.0	0.2		
Maine	1985	1.127	127.9	0.44	39.0	29800000.0	0.2		
Maine	1986	1.212	119.0	0.44	36.3	38662000.0	0.28		
Maine	1987	1.29	125.0	0.44	34.1	41130387.0	0.28		
Maine	1988	1.444	125.0	0.44	30.5	41714596.0	0.28		
Maine	1989	1.601	122.4	0.47	29.4	41291405.0	0.28		
Maine	1990	1.589	117.5	0.47	29.6	42774077.0	0.28		
Maine	1991	1.877	116.1	0.57	30.4	43462016.0	0.31		
Maine	1992	1.926	114.7	0.57	29.6	52528000.0	0.33		
Maine	1993	1.783	108.5	0.61	34.2	49479000.0	0.37		
Maine	1994	1.849	101.6	0.61	33.0	46856957.0	0.37		
Maine	1995	1.869	102.3	0.61	32.6	46954000.0	0.37		
Maine	1996	1.902	100.0	0.61	32.1	45978750.0	0.37		
Maine	1997	2.196	101.1	0.98	44.6	46346009.0	0.37		
Maine	1998	2.678	94.5	0.98	36.6	73514213.0	0.37		
Maine	1999	3.305	85.5	0.98	29.7	78584602.0	0.74		
Maine	2000	3.532	82.9	1.08	30.6	77234890.0	0.74		
Maine	2001	3.926	81.2	1.34	34.1	76330900.0	0.74		
Maine	2002	4.176	79.6	1.39	33.3	95006000.0	1.0		
Maine	2003	4.281	74.6	1.39	32.5	95971968.0	1.0		
Maine	2004	4.057	72.4	1.39	34.3	94505938.0	1.0		
Maine	2005	5.213	71.5	2.39	45.8	94023930.0	1.0		
Maine	2006	5.28	64.8	2.39	45.3	153015000.0	2.0		
Maine	2007	5.521	58.5	2.39	43.3	154736684.0	2.0		
Maine	2008	5.61	55.2	2.39	42.6	145430452.0	2.0		
Maine	2009	6.241	52.3	3.01	48.2	139173005.0	2.0		
Maine	2010	6.464	53.0	3.01	46.6	139402925.0	2.0		
Maine	2011	6.501	51.1	3.01	46.3	135831050.0	2.0		
Maine	2012	6.391	48.9	3.01	47.1	131373120.0	2.0		
Maine	2013	6.452	48.5	3.01	46.7	128879094.0	2.0		
Maine	2014	6.529	47.4	3.01	46.1	125859707.0	2.0		
Maine	2015	6.669	46.9	3.01	45.1	125881350.0	2.0	237.01700000000002	6.133914444955424
Maine	2016	6.807	48.9	3.01	44.2	130842496.0	2.0	240.00716666666665	6.182840373516625
Maine	2017	7.066	49.6	3.01	42.6	132100000.0	2.0	245.11958333333334	6.284230656125326
Maine	2018	7.111	45.4	3.01	42.3	121342286.0	2.0	251.10683333333336	6.173460034606784
Maine	2019	7.256	42.6	3.01	41.5	114109159.0	2.0	255.65741666666668	6.187217334134318
Maryland	1970	0.342	123.5	0.14	40.9	27906000.0	0.06		
Maryland	1971	0.343	126.7	0.14	40.8	29936000.0	0.06		
Maryland	1972	0.353	133.2	0.14	39.7	31975000.0	0.06		
Maryland	1973	0.358	137.3	0.14	39.1	33419000.0	0.06		
Maryland	1974	0.395	144.8	0.14	35.4	35351000.0	0.06		
Maryland	1975	0.461	146.1	0.18	39.1	38263000.0	0.1		
Maryland	1976	0.492	137.1	0.18	36.6	56168000.0	0.1		
Maryland	1977	0.521	135.7	0.18	34.5	56233000.0	0.1		
Maryland	1978	0.562	134.1	0.18	32.0	55490000.0	0.1		
Maryland	1979	0.581	131.9	0.18	31.0	54636000.0	0.1		
Maryland	1980	0.628	131.5	0.21	33.4	54574000.0	0.1		
Maryland	1981	0.654	137.1	0.21	32.1	75154000.0	0.13		
Maryland	1982	0.749	131.3	0.21	28.0	72778000.0	0.13		
Maryland	1983	0.842	128.2	0.29	34.4	71076000.0	0.13		
Maryland	1984	0.901	122.5	0.29	32.2	68942000.0	0.13		
Maryland	1985	0.933	121.9	0.29	31.1	69425000.0	0.13		
Maryland	1986	1.003	121.8	0.29	28.9	69874000.0	0.13		
Maryland	1987	1.092	119.3	0.29	26.6	68784000.0	0.13		
Maryland	1988	1.202	115.0	0.29	24.1	68217000.0	0.13		
Maryland	1989	1.315	109.0	0.29	22.1	66114000.0	0.13		
Maryland	1990	1.416	102.8	0.29	20.5	62332000.0	0.13		
Maryland	1991	1.591	97.6	0.36	22.6	62625000.0	0.13		
Maryland	1992	1.937	91.7	0.56	28.9	84839000.0	0.16		
Maryland	1993	1.733	82.6	0.6	34.6	141618000.0	0.36		
Maryland	1994	1.763	80.8	0.6	34.0	141772000.0	0.36		
Maryland	1995	1.778	77.1	0.6	33.7	138113000.0	0.36		
Maryland	1996	1.907	75.0	0.6	31.5	135900000.0	0.36		
Maryland	1997	1.973	72.7	0.6	30.4	131813000.0	0.36		
Maryland	1998	2.195	72.0	0.6	27.3	130039000.0	0.36		
Maryland	1999	3.152	71.4	0.9	28.6	131338000.0	0.36		
Maryland	2000	3.449	57.7	1.0	29.0	200760000.0	0.66		
Maryland	2001	3.697	58.1	1.0	27.0	203187501.0	0.66		
Maryland	2002	4.009	56.0	1.39	34.7	206237280.0	1.0		
Maryland	2003	4.105	49.5	1.39	33.9	266061000.0	1.0		
Maryland	2004	4.022	48.9	1.39	34.6	269259150.0	1.0		
Maryland	2005	3.981	48.7	1.39	34.9	271053900.0	1.0		
Maryland	2006	4.11	48.9	1.39	33.8	274107190.0	1.0		
Maryland	2007	4.279	48.3	1.39	32.5	271026450.0	1.0		
Maryland	2008	5.526	43.3	2.39	43.3	343692000.0	2.0		
Maryland	2009	6.215	35.4	3.01	48.4	399318000.0	2.0		
Maryland	2010	6.252	35.0	3.01	48.1	399213000.0	2.0		
Maryland	2011	6.288	34.6	3.01	47.9	399135000.0	2.0		
Maryland	2012	6.362	34.4	3.01	47.3	401550000.0	2.0		
Maryland	2013	6.383	32.6	3.01	47.2	382443200.0	2.0		
Maryland	2014	6.47	31.6	3.01	46.5	374270210.0	2.0		
Maryland	2015	6.556	30.4	3.01	45.9	361924389.0	2.0	237.01700000000002	6.0299809718290245
Maryland	2016	6.719	30.4	3.01	44.8	364461221.0	2.0	240.00716666666665	6.102909427010166
Maryland	2017	6.873	29.2	3.01	43.8	349725701.0	2.0	245.11958333333334	6.112583823881881
Maryland	2018	6.912	27.6	3.01	43.5	334523847.0	2.0	251.10683333333336	6.000696914527083
Maryland	2019	7.256	26.4	3.01	41.5	318978500.0	2.0	255.65741666666668	6.187217334134318
Massachusetts	1970	0.41	124.3	0.2	48.8	81570000.0	0.12		
Massachusetts	1971	0.46	121.4	0.24	52.2	88880000.0	0.16		
Massachusetts	1972	0.46	117.9	0.24	52.2	108629000.0	0.16		
Massachusetts	1973	0.463	121.2	0.24	51.8	112178000.0	0.16		
Massachusetts	1974	0.494	124.3	0.24	48.6	115663000.0	0.16		
Massachusetts	1975	0.574	126.1	0.29	50.5	117057000.0	0.16		
Massachusetts	1976	0.573	116.9	0.29	50.6	143083000.0	0.21		
Massachusetts	1977	0.618	118.9	0.29	46.9	145006000.0	0.21		
Massachusetts	1978	0.645	120.5	0.29	45.0	146357000.0	0.21		
Massachusetts	1979	0.682	118.2	0.29	42.5	143272000.0	0.21		
Massachusetts	1980	0.708	120.5	0.29	41.0	146022000.0	0.21		
Massachusetts	1981	0.781	123.2	0.29	37.1	148438000.0	0.21		
Massachusetts	1982	0.887	122.3	0.29	32.7	148323000.0	0.21		
Massachusetts	1983	1.014	119.8	0.42	41.4	145413000.0	0.21		
Massachusetts	1984	1.083	116.0	0.42	38.8	173429000.0	0.26		
Massachusetts	1985	1.15	117.2	0.42	36.5	176875000.0	0.26		
Massachusetts	1986	1.204	115.8	0.42	34.9	175333189.0	0.26		
Massachusetts	1987	1.316	113.8	0.42	31.8	173006593.0	0.26		
Massachusetts	1988	1.486	111.7	0.42	28.3	170898271.0	0.26		
Massachusetts	1989	1.524	104.4	0.42	27.5	160319644.0	0.26		
Massachusetts	1990	1.633	99.4	0.42	25.7	152641411.0	0.26		
Massachusetts	1991	1.759	93.5	0.46	26.2	146858545.0	0.26		
Massachusetts	1992	1.806	90.5	0.46	25.5	142123897.0	0.26		
Massachusetts	1993	1.909	84.1	0.75	89.3	189891166.0	0.26		
Massachusetts	1994	2.056	77.0	0.75	36.5	237547765.0	0.51		
Massachusetts	1995	2.076	76.9	0.75	36.1	236881320.0	0.51		
Massachusetts	1996	2.446	74.6	1.0	40.9	230341241.0	0.51		
Massachusetts	1997	2.585	66.7	1.0	38.7	279038430.0	0.51		
Massachusetts	1998	2.822	63.6	1.0	35.4	294234047.0	0.76		
Massachusetts	1999	3.523	60.4	1.0	28.4	280663934.0	0.76		
Massachusetts	2000	3.843	58.3	1.1	28.6	274467097.0	0.76		
Massachusetts	2001	3.994	54.8	1.1	27.5	264047565.0	0.76		
Massachusetts	2002	4.843	55.5	1.9	39.2	270128197.0	0.76		
Massachusetts	2003	5.153	47.5	1.9	36.9	438734517.0	1.51		
Massachusetts	2004	5.028	43.6	1.9	37.8	423522384.0	1.51		
Massachusetts	2005	5.053	42.7	1.9	37.6	413602137.0	1.51		
Massachusetts	2006	5.001	44.1	1.9	38.0	426505842.0	1.51		
Massachusetts	2007	5.13	43.0	1.9	37.0	418448784.0	1.51		
Massachusetts	2008	6.365	43.1	2.9	45.6	419593968.0	1.51		
Massachusetts	2009	7.261	34.6	3.52	48.5	562776156.0	2.51		
Massachusetts	2010	7.441	33.7	3.52	47.3	557284758.0	2.51		
Massachusetts	2011	7.514	34.2	3.52	46.8	561567069.0	2.51		
Massachusetts	2012	7.505	33.5	3.52	46.9	553406808.0	2.51		
Massachusetts	2013	8.683	32.2	4.52	52.1	536736894.0	2.51		
Massachusetts	2014	8.781	27.1	4.52	51.5	621476706.0	3.51		
Massachusetts	2015	8.934	25.9	4.52	50.6	616752630.0	3.51	237.01700000000002	8.21718273372796
Massachusetts	2016	9.076	25.6	4.52	49.8	610824240.0	3.51	240.00716666666665	8.243787164688834
Massachusetts	2017	9.398	24.3	4.52	48.1	580250385.0	3.51	245.11958333333334	8.358222432248205
Massachusetts	2018	9.594	23.0	4.52	47.1	553737951.0	3.51	251.10683333333336	8.329092331882643
Massachusetts	2019	9.754	21.3	4.52	46.3	516455432.0	3.51	255.65741666666668	8.317270931249467
Michigan	1970	0.392	128.6	0.19	48.5	85396000.0	0.11		
Michigan	1971	0.4	126.1	0.19	47.5	123495000.0	0.11		
Michigan	1972	0.402	131.4	0.19	47.3	130016000.0	0.11		
Michigan	1973	0.411	133.7	0.19	46.2	133604000.0	0.11		
Michigan	1974	0.444	138.8	0.19	42.8	138116000.0	0.11		
Michigan	1975	0.479	136.8	0.19	39.7	136929000.0	0.11		
Michigan	1976	0.483	138.0	0.19	39.3	139015000.0	0.11		
Michigan	1977	0.54	140.3	0.19	35.2	140488000.0	0.11		
Michigan	1978	0.572	141.8	0.19	33.2	142424000.0	0.11		
Michigan	1979	0.603	140.9	0.19	31.5	142421000.0	0.11		
Michigan	1980	0.618	140.7	0.19	30.7	142473000.0	0.11		
Michigan	1981	0.68	139.5	0.19	27.9	142017000.0	0.11		
Michigan	1982	0.877	137.3	0.29	33.1	147003000.0	0.21		
Michigan	1983	0.97	128.3	0.37	38.1	245417000.0	0.21		
Michigan	1984	1.014	128.2	0.37	36.5	245818000.0	0.21		
Michigan	1985	1.06	126.6	0.37	34.9	243993000.0	0.21		
Michigan	1986	1.114	126.5	0.37	33.2	241805000.0	0.21		
Michigan	1987	1.222	122.1	0.37	30.3	236118000.0	0.21		
Michigan	1988	1.33	121.1	0.41	30.8	252492000.0	0.25		
Michigan	1989	1.439	116.6	0.41	28.5	272167000.0	0.25		
Michigan	1990	1.449	114.4	0.41	28.3	267058000.0	0.25		
Michigan	1991	1.767	110.3	0.45	25.5	257166000.0	0.25		
Michigan	1992	1.846	107.6	0.45	24.4	251217000.0	0.25		
Michigan	1993	1.634	106.5	0.49	30.0	246198000.0	0.25		
Michigan	1994	2.243	112.9	0.99	44.1	277844000.0	0.25		
Michigan	1995	2.293	82.8	0.99	43.2	590693000.0	0.75		
Michigan	1996	2.338	82.9	0.99	42.3	592743600.0	0.75		
Michigan	1997	2.43	75.6	0.99	40.7	545932880.0	0.75		
Michigan	1998	2.613	73.7	0.99	37.9	530765000.0	0.75		
Michigan	1999	3.338	81.7	0.99	29.7	604717910.0	0.75		
Michigan	2000	3.455	83.7	1.09	31.5	601779870.0	0.75		
Michigan	2001	3.793	79.2	1.09	28.7	590401079.0	0.75		
Michigan	2002	4.345	78.1	1.64	37.7	584605129.0	0.75		
Michigan	2003	4.334	72.3	1.64	37.8	828678247.0	1.25		
Michigan	2004	5.087	68.5	2.39	47.0	863990100.0	1.25		
Michigan	2005	5.1	57.9	2.39	46.9	1106720107.0	2.0		
Michigan	2006	5.293	56.5	2.39	45.2	1143259559.0	2.0		
Michigan	2007	5.35	55.0	2.39	44.7	1111162536.0	2.0		
Michigan	2008	5.413	52.4	2.39	44.2	1055969027.0	2.0		
